"Model","Variable","Dependent","ImportanceScaled","ImportanceRaw"
"Random Forest","closefr","welloff",4.0388305072639,0.000198119908220006
"Random Forest","agefr","welloff",5.41064404772871,0.000263408913026589
"Random Forest","dgclass","welloff",11.7983372625727,0.000567419713842581
"Random Forest","smclass","welloff",8.46272013336042,0.000408666999746851
"Random Forest","alrisk","welloff",63.1977361874484,0.0030136819094502
"Random Forest","drgrisk","welloff",56.106552915464,0.00267618976123005
"Random Forest","allife","welloff",63.3102454757684,0.00301903658721742
"Random Forest","drglife","welloff",65.6720987491228,0.00313144475725505
"Random Forest","aldecs","welloff",72.8402679351631,0.00347260091196337
"Random Forest","drgdecs","welloff",70.3122932914922,0.00335228649328106
"Random Forest","peerviews","welloff",46.6130974941234,0.0022243657790692
"Random Forest","schdrg","welloff",20.9932998616492,0.00100503746554086
"Random Forest","schsm","welloff",17.6767217528657,0.000847190879471725
"Random Forest","schact","welloff",8.77495205955652,0.000423527118216945
"Random Forest","sayno","welloff",19.9605836204262,0.000955887188445469
"Random Forest","subsinfo","welloff",19.5077410932741,0.000934334960639174
"Random Forest","avoidal","welloff",32.6890224551928,0.0015616744035081
"Random Forest","avoiddrg","welloff",21.8001392429599,0.00104343753864896
"Random Forest","likeskl","welloff",9.83741525549829,0.000474093148264408
"Random Forest","pressu1","welloff",5.75383535319358,0.000279742487620467
"Random Forest","Truant1","welloff",10.3090108294685,0.00049653789369626
"Random Forest","exclax","welloff",1.11555042176949,5.8991636102087e-05
"Random Forest","somatic","welloff",18.8447051254144,0.000902778953050954
"Random Forest","shares","welloff",8.84405285245006,0.000426815846507115
"Random Forest","tantrum","welloff",25.9624522911596,0.00124153536214641
"Random Forest","loner","welloff",12.4105755911858,0.000596558098907692
"Random Forest","fights","welloff",13.4852091558184,0.000647703355822737
"Random Forest","kind","welloff",15.0745355851829,0.000723344496418895
