"Model","Variable","Dependent","ImportanceScaled","ImportanceRaw"
"Random Forest","smrelax","nothin2",6.98715119838526,0.000646355165038841
"Random Forest","smheart","nothin2",2.32587431048613,0.000196125830775924
"Random Forest","smlot","nothin2",5.82818789972552,0.00053441174546955
"Random Forest","smcold","nothin2",1.84877642412326,0.000150043293968673
"Random Forest","smharm","nothin2",4.7066427644468,0.000426082519005182
"Random Forest","smcope","nothin2",6.94040510792731,0.000641839994262157
"Random Forest","smsmell","nothin2",5.64831281099227,0.000517037741865282
"Random Forest","smfun","nothin2",15.6496542546156,0.0014830600160598
"Random Forest","smskin","nothin2",9.04435079516868,0.00084505857339251
"Random Forest","smwind","nothin2",3.01259457555601,0.000262455640225758
"Random Forest","smeasy","nothin2",8.77914957217818,0.000819442980724609
"Random Forest","health","nothin2",4.22654112894974,0.000379709852260254
"Random Forest","longill","nothin2",0.888595617142718,5.73001302615022e-05
"Random Forest","wwopti","nothin2",6.52418864770448,0.000601637949993585
"Random Forest","wwintr","nothin2",3.63487385944045,0.000322561142311726
"Random Forest","wwenerg","nothin2",3.3517550079807,0.000295214898980652
"Random Forest","wwclose","nothin2",5.51805371592878,0.00050445611089537
"Random Forest","wwconf","nothin2",5.42169300704327,0.000495148700317969
"Random Forest","wwcheer","nothin2",9.49089261082942,0.000888189721620888
"Random Forest","carer15","nothin2",1.16636862980948,8.41300229232802e-05
"Random Forest","alevr","nothin2",9.16134136706869,0.000856358607389272
"Random Forest","mahome","nothin2",9.22001560429963,0.000862025909161336
"Random Forest","stepma","nothin2",0.814323413098605,5.01262322534626e-05
"Random Forest","steppa","nothin2",0.567201938527977,2.62569492965021e-05
"Random Forest","grandma","nothin2",1.08574068367294,7.63422284229622e-05
"Random Forest","grandpa","nothin2",0.786305513347899,4.74200037552257e-05
"Random Forest","fostpa","nothin2",1.84268508379649,0.000149454935850062
"Random Forest","bruv","nothin2",0.93684918092352,6.19609067867593e-05
"Random Forest","sister","nothin2",0.106686744012694,-1.82238774020427e-05
"Random Forest","ahome","nothin2",3.04303655218722,0.000265396008541551
"Random Forest","difhome","nothin2",2.09253130728182,0.000173587400317025
"Random Forest","talkma","nothin2",20.5778714358737,0.00195907291852887
"Random Forest","talkpa","nothin2",11.2788586878509,0.00106088806070301
"Random Forest","talkoth","nothin2",7.14361909363028,0.000661468284899317
"Random Forest","owncash","nothin2",3.86971003501319,0.000345243797200442
"Random Forest","welloff","nothin2",2.02745293666164,0.000167301527972625
"Random Forest","npsoff","nothin2",15.3413429392015,0.00145328045101294
"Random Forest","othdrgoff","nothin2",10.5966248182934,0.000994991588922946
"Random Forest","dgtake","nothin2",8.43428873725562,0.000786133124250814
"Random Forest","helptch","nothin2",1.72161328827159,0.00013776069944057
"Random Forest","helppar","nothin2",3.18087474519792,0.000278709699053333
"Random Forest","helpfri","nothin2",1.79291476030014,0.000144647656610336
"Random Forest","helpdsv","nothin2",1.05250094786282,7.31316265890067e-05
"Random Forest","helpksw","nothin2",0.71518203709201,4.05502390672958e-05
"Random Forest","helpkst","nothin2",1.26884446954855,9.40280895289201e-05
"Random Forest","helptfw","nothin2",0.659638508482229,3.51853301571396e-05
"Random Forest","helptft","nothin2",1.31333040133005,9.83249532278021e-05
"Random Forest","helpclw","nothin2",0.734421176582292,4.24085335159667e-05
"Random Forest","helpweb","nothin2",0.861936853714017,5.47251797491359e-05
"Random Forest","helpdk","nothin2",1.60196548933607,0.00012620400582286
"Random Forest","helpoth","nothin2",0.800044138525738,4.87470075390095e-05
"Random Forest","drugease","nothin2",9.81360137532134,0.000919359925771427
"Random Forest","heradd","nothin2",19.6153289327277,0.00186610164031191
"Random Forest","herdang","nothin2",6.95236095055487,0.000642994800379925
"Random Forest","injhiv","nothin2",7.23671189606077,0.000670460050776122
"Random Forest","injhepc","nothin2",9.89646906995133,0.000927364055944861
"Random Forest","snifdam","nothin2",9.62895865239961,0.000901525419858818
"Random Forest","cokedang","nothin2",33.6658159284351,0.0032232279295846
"Random Forest","candang","nothin2",29.859273068384,0.00285555673155447
"Random Forest","excite","nothin2",5.76938990366041,0.000528732489921974
"Random Forest","helpadv","nothin2",10.4617263591689,0.00098196184516274
"Random Forest","stupid","nothin2",6.29186717771461,0.000579198188682673
"Random Forest","sellpun","nothin2",7.23316099980256,0.000670117072296872
"Random Forest","legalhi","nothin2",2.84692558579431,0.000246453793357992
"Random Forest","cigok","nothin2",11.1617501806916,0.00104957663542558
"Random Forest","alcok","nothin2",17.9246538999432,0.00170280057222012
"Random Forest","drunkok","nothin2",13.3152298131884,0.00125757966219381
"Random Forest","glueok","nothin2",16.1380161863022,0.0015302305387879
"Random Forest","canok","nothin2",50.0877186711339,0.00480940753594307
"Random Forest","cokeok","nothin2",70.0375916790903,0.00673635121661556
"Random Forest","hpbclass","nothin2",49.7188570777799,0.00477377946372062
"Random Forest","hpcclass","nothin2",52.3753092727482,0.00503036424338619
"Random Forest","youth","nothin2",2.85533337307851,0.000247265895398404
"Random Forest","drama","nothin2",3.73637597230317,0.000332365157348701
"Random Forest","sports","nothin2",41.0537983793304,0.00393682776508202
"Random Forest","comp","nothin2",1.73354198305831,0.000138912883368195
"Random Forest","noclubs","nothin2",37.7233881795555,0.00361514587337554
"Random Forest","clubdk","nothin2",27.1880774414468,0.00259754789455015
"Random Forest","closefr","nothin2",2.96777777033175,0.000258126817702408
"Random Forest","agefr","nothin2",6.37686229660061,0.000587407805213068
"Random Forest","dgclass","nothin2",8.57871941639235,0.000800083578188379
"Random Forest","smclass","nothin2",8.09003429615958,0.000752881838914367
"Random Forest","alrisk","nothin2",77.2230713372059,0.00743039145508146
"Random Forest","drgrisk","nothin2",72.6432104377287,0.00698802603174834
"Random Forest","allife","nothin2",71.4406150257734,0.00687186821818488
"Random Forest","drglife","nothin2",69.5318527004985,0.00668750225760321
"Random Forest","aldecs","nothin2",100,0.00963039837915537
"Random Forest","drgdecs","nothin2",89.8903542513468,0.00865391507114456
"Random Forest","peerviews","nothin2",73.3546505093415,0.00705674350927939
"Random Forest","schdrg","nothin2",15.1891008656764,0.00143857550018971
"Random Forest","schsm","nothin2",17.4459876798695,0.00165656655120382
"Random Forest","schact","nothin2",7.88050622779642,0.000732643675639097
"Random Forest","sayno","nothin2",16.434925221275,0.00155890876588474
"Random Forest","subsinfo","nothin2",23.917213294926,0.00228161751268944
"Random Forest","avoidal","nothin2",35.7593892344684,0.00342544464798059
"Random Forest","avoiddrg","nothin2",24.2019349378406,0.00230911856847792
"Random Forest","likeskl","nothin2",11.0584874166872,0.0010396025603792
"Random Forest","pressu1","nothin2",3.89983961409514,0.000348153991264842
"Random Forest","Truant1","nothin2",8.87013124479444,0.000828230834112698
"Random Forest","exclax","nothin2",1.96860855945542,0.000161617792504463
"Random Forest","somatic","nothin2",16.744283667078,0.001588789472492
"Random Forest","shares","nothin2",26.6824356954243,0.00254870832716074
"Random Forest","tantrum","nothin2",34.0242277678874,0.00325784666770065
"Random Forest","loner","nothin2",23.7318885336042,0.0022637171291853
"Random Forest","fights","nothin2",19.153371591784,0.00182148151774187
"Random Forest","kind","nothin2",21.4698641881642,0.00204522984777581
"Random Forest","lies","nothin2",46.5605712481651,0.00446872293936547
"Random Forest","bullied","nothin2",18.7826255046172,0.00178567142363675
"Random Forest","helpout","nothin2",48.8152601960508,0.00468650170007626
"Random Forest","steals","nothin2",23.8067263357654,0.00227094565790287
"Random Forest","oldbest","nothin2",24.6907406837379,0.00235633195889687
"Random Forest","afraid","nothin2",20.0276705967798,0.00190592942084497
"Random Forest","wwbands","nothin2",4.18386069640687,0.000375587380415744
"Random Forest","famstat2","nothin2",15.035440457382,0.00142373355344577
"Random Forest","mumscore2","nothin2",3.40699848687017,0.000300550826307205
"Random Forest","dadscore2","nothin2",2.68429513705756,0.00023074543695125
"Random Forest","seefrnds2","nothin2",7.1457240353972,0.000661671599689057
"Random Forest","music2","nothin2",2.5206023070423,0.00021493446591181
"Random Forest","films2","nothin2",1.26240901549628,9.34064937165895e-05
"Random Forest","socialnet2","nothin2",2.91463675219502,0.000252993965526245
"Random Forest","cmpgame2","nothin2",8.51714590648968,0.000794136237783934
"Random Forest","shops2","nothin2",2.79148511670348,0.000241098838891591
"Random Forest","mags2","nothin2",2.09385474065177,0.000173715229780801
"Random Forest","books2","nothin2",5.70574425254634,0.000522585002909519
"Random Forest","wsport2","nothin2",5.43702052113945,0.000496629173723302
"Random Forest","dsport2","nothin2",8.25510182354118,0.000768825590969598
"Random Forest","cinema2","nothin2",3.1198730294427,0.000272817587828474
"Random Forest","street2","nothin2",3.98893521011047,0.000356759669889915
"Random Forest","hobby2","nothin2",4.04453289656257,0.000362129809866553
"Random Forest","frhouse2","nothin2",11.7912484308977,0.00111037941220242
"Random Forest","concert2","nothin2",7.20550485602456,0.000667445785544143
"Random Forest","publib2","nothin2",2.83791298906457,0.000245583273214436
"Random Forest","museum2","nothin2",5.23484821350701,0.000477101498011084
"Random Forest","theatre2","nothin2",6.43353758130084,0.000592882029618399
"Random Forest","church2","nothin2",2.81767288515569,0.000243628296342762
"Random Forest","volwork2","nothin2",3.74120574624095,0.000332831661690094
"Random Forest","withfrev2","nothin2",5.78397486538687,0.000530141240735599
"Random Forest","ssomatic","nothin2",16.4737877421741,0.0015626624684287
"Random Forest","safraid","nothin2",21.047780073959,0.00200446105108946
"Random Forest","stantrum","nothin2",33.1650542576151,0.00317485972509906
"Random Forest","sobeys","nothin2",7.5423792710164,0.000699984239542816
"Random Forest","sfights","nothin2",18.0696292685184,0.00171680363731321
"Random Forest","slies","nothin2",42.2006680611256,0.0040476030710205
"Random Forest","ssteals","nothin2",23.7544705937235,0.00226589831389892
"Random Forest","sreflect","nothin2",6.25322266722089,0.00057546554360474
"Random Forest","sattends","nothin2",8.29618436368628,0.000772793723553048
"Random Forest","sloner","nothin2",21.4622191525465,0.00204449141936245
"Random Forest","sfriend","nothin2",6.90498123804652,0.000638418428511611
"Random Forest","spopular","nothin2",4.1237698652157,0.000369783250866449
"Random Forest","sbullied","nothin2",18.3146795850452,0.00174047286862559
"Random Forest","soldbest","nothin2",24.3623577997832,0.00232461369568661
"Random Forest","sshares","nothin2",26.4648287865496,0.00252768983457387
"Random Forest","skind","nothin2",20.7948694630323,0.00198003259967497
"Random Forest","shelpout","nothin2",41.6816664773028,0.00399747308664378
"Random Forest","emotion1","nothin2",31.5802041187874,0.00302178020631671
"Random Forest","hyper1","nothin2",30.8449867669062,0.00295076609862974
"Random Forest","prosoc1","nothin2",43.1102087305187,0.00413545494077939
"Random Forest","emotion2","nothin2",18.0765627492632,0.00171747333716046
"Random Forest","conduct2","nothin2",31.1843203728775,0.00298354208409117
"Random Forest","hyper2","nothin2",18.9155421502644,0.00179850974547889
"Random Forest","peer2","nothin2",18.4726378326068,0.00175572994052914
"Random Forest","prosoc2","nothin2",29.7643726016222,0.00284639036469857
"Random Forest","SDQscore2","nothin2",27.1768886711707,0.00259646717939124
"Random Forest","smokstat3","nothin2",54.3536542614638,0.00522145114266997
"Random Forest","parsmoke2","nothin2",2.17294804791654,0.000181354794631994
"Random Forest","sibsmoke2","nothin2",0,-2.85286721796734e-05
"Random Forest","drinkloc","nothin2",25.4327949828619,0.00242800644233056
"Random Forest","stimulants2","nothin2",1.27808753084012,9.49208700763831e-05
"Random Forest","numeffects","nothin2",6.35402718459031,0.000585202178401902
"Random Forest","offerany","nothin2",14.9161922129865,0.00141221545250961
"Random Forest","subuse2","nothin2",23.9001277043152,0.00227996722795605
"Random Forest","density","withfrev2",0,-1.00551081423881e-05
"Random Forest","simd","withfrev2",0.570530342585133,6.67253274852606e-05
"Random Forest","sex","withfrev2",13.98731818874,0.00187232047056532
"Random Forest","classyr","withfrev2",3.1669512663882,0.00041614465669928
"Random Forest","whnlvskl","withfrev2",7.7668591277812,0.00103518785752974
"Random Forest","smfriend","withfrev2",11.7978615572658,0.00157766929883145
"Random Forest","homesmk","withfrev2",1.37830119474513,0.000175432951404329
"Random Forest","carsmk","withfrev2",1.37073150381577,0.000174414242803328
"Random Forest","ecig","withfrev2",8.43324906026297,0.00112486881837398
"Random Forest","smcost","withfrev2",1.23129396962962,0.000155649115309587
"Random Forest","smkmum","withfrev2",1.27452090448898,0.000161466479683778
"Random Forest","smkdad","withfrev2",1.34579201549959,0.000171057953690692
"Random Forest","smkbroth","withfrev2",1.50334562867656,0.000192261094262717
"Random Forest","smksist","withfrev2",0.892121642471074,0.000110004217767279
"Random Forest","smkgf","withfrev2",2.13717403624092,0.000277560012853902
"Random Forest","smbkfrnd","withfrev2",8.43627515232646,0.00112527606168699
"Random Forest","smconf","withfrev2",1.90361193176077,0.000246127854404905
"Random Forest","smsport","withfrev2",1.16751993781567,0.000147066578012414
"Random Forest","smslim","withfrev2",3.38298360924112,0.000445217707080353
"Random Forest","smpreg","withfrev2",2.23026790651452,0.000290088334978688
"Random Forest","smrelax","withfrev2",3.05270929678953,0.000400770280372506
"Random Forest","smheart","withfrev2",1.09706659168554,0.00013758515659881
"Random Forest","smlot","withfrev2",2.01867001946468,0.000261612061706416
"Random Forest","smcold","withfrev2",1.69969248625137,0.000218684925097735
"Random Forest","smharm","withfrev2",4.5203836416721,0.00059828593755737
"Random Forest","smcope","withfrev2",2.36782535390245,0.000308600445458941
"Random Forest","smsmell","withfrev2",4.77706865868563,0.000632829915246774
"Random Forest","smfun","withfrev2",6.9250111672319,0.000921894228219258
"Random Forest","smskin","withfrev2",5.30895979585662,0.000704410390762641
"Random Forest","smwind","withfrev2",2.5609630381463,0.000334592394397477
"Random Forest","smeasy","withfrev2",2.60386968220198,0.00034036665489866
"Random Forest","health","withfrev2",3.71313280619273,0.000489648296081465
"Random Forest","longill","withfrev2",0.714346426419565,8.60797083881877e-05
"Random Forest","wwopti","withfrev2",2.09237243191098,0.000271530733706919
"Random Forest","wwintr","withfrev2",3.11994157741983,0.000409818219473598
"Random Forest","wwenerg","withfrev2",2.20938034026754,0.000287277342616078
"Random Forest","wwclose","withfrev2",4.07891087419017,0.000538873722509495
"Random Forest","wwconf","withfrev2",4.19725298367464,0.000554799884610079
"Random Forest","wwcheer","withfrev2",7.58976044609379,0.00101135439432176
"Random Forest","carer15","withfrev2",1.41390293585928,0.000180224137758172
"Random Forest","alevr","withfrev2",18.4442200641153,0.00247211831127339
"Random Forest","mahome","withfrev2",1.16928240991851,0.000147303766757229
"Random Forest","stepma","withfrev2",0.257965723910601,2.466122362905e-05
"Random Forest","steppa","withfrev2",0.369834733081465,3.97162533378173e-05
"Random Forest","grandma","withfrev2",1.17298114814026,0.00014780153297708
"Random Forest","grandpa","withfrev2",0.860419654859299,0.000105737849727912
"Random Forest","fostpa","withfrev2",0.425277229884712,4.71775551110927e-05
"Random Forest","bruv","withfrev2",0.298968669300966,3.01792894953175e-05
"Random Forest","sister","withfrev2",0.0782206945002144,4.71622077797385e-07
"Random Forest","ahome","withfrev2",1.31270576596276,0.000166605295412761
"Random Forest","difhome","withfrev2",0.702841046220193,8.45313453339691e-05
"Random Forest","talkma","withfrev2",7.82773445792558,0.00104338029536974
"Random Forest","talkpa","withfrev2",3.67432606645999,0.000484425789652678
"Random Forest","talkoth","withfrev2",2.97492357063997,0.000390302087020485
"Random Forest","owncash","withfrev2",2.73865833563872,0.000358506148552309
"Random Forest","welloff","withfrev2",2.11876146047491,0.000275082098038828
"Random Forest","npsoff","withfrev2",2.72703572506297,0.000356942008950034
"Random Forest","othdrgoff","withfrev2",2.6273051408313,0.000343520535750184
"Random Forest","dgtake","withfrev2",3.4010852743895,0.000447653780382574
"Random Forest","helptch","withfrev2",1.51293241856556,0.000193551258604569
"Random Forest","helppar","withfrev2",1.24145188344928,0.00015701613997055
"Random Forest","helpfri","withfrev2",0.163362745550207,1.19298098057787e-05
"Random Forest","helpdsv","withfrev2",0.446513105166106,5.00354219646799e-05
"Random Forest","helpksw","withfrev2",0.290809718170857,2.9081279844865e-05
"Random Forest","helpkst","withfrev2",0.334177197527022,3.4917558318595e-05
"Random Forest","helptfw","withfrev2",0.192254745342146,1.58180172587381e-05
"Random Forest","helptft","withfrev2",0.440383068739772,4.92104581860759e-05
"Random Forest","helpclw","withfrev2",0.113839503021966,5.26510531734981e-06
"Random Forest","helpweb","withfrev2",0.195333664605716,1.62323699139328e-05
"Random Forest","helpdk","withfrev2",0.591559954870882,6.95554360208805e-05
"Random Forest","helpoth","withfrev2",0.177533323222651,1.38368479518232e-05
"Random Forest","drugease","withfrev2",4.23627058860004,0.0005600507687081
"Random Forest","heradd","withfrev2",3.292980433206,0.000433105322255146
"Random Forest","herdang","withfrev2",2.60208609564354,0.000340126624627323
"Random Forest","injhiv","withfrev2",2.6764204394066,0.000350130340241048
"Random Forest","injhepc","withfrev2",3.21959039437907,0.000423228688654329
"Random Forest","snifdam","withfrev2",2.96870874597633,0.000389465712669453
"Random Forest","cokedang","withfrev2",8.86800960097315,0.00118337772003588
"Random Forest","candang","withfrev2",6.58981070316859,0.00087678385330606
"Random Forest","excite","withfrev2",3.41570110786304,0.000449620739854133
"Random Forest","helpadv","withfrev2",8.78890073763616,0.00117273146244772
"Random Forest","stupid","withfrev2",3.27393285536649,0.000430541950572682
"Random Forest","sellpun","withfrev2",3.70299128281651,0.000488283477202198
"Random Forest","legalhi","withfrev2",2.71729778292446,0.000355631502945877
"Random Forest","cigok","withfrev2",17.3768452932714,0.00232847389174608
"Random Forest","alcok","withfrev2",34.5083174870488,0.0046339812413134
"Random Forest","drunkok","withfrev2",20.5753107860911,0.00275891475623359
"Random Forest","glueok","withfrev2",8.55829699453457,0.00114169743229872
"Random Forest","canok","withfrev2",24.6721755457881,0.00331025977240188
"Random Forest","cokeok","withfrev2",41.6739181447519,0.00559830846278823
"Random Forest","hpbclass","withfrev2",72.6262377435412,0.00976378820171489
"Random Forest","hpcclass","withfrev2",70.0593343320708,0.00941834125974547
"Random Forest","youth","withfrev2",1.93278012143888,0.00025005323074827
"Random Forest","drama","withfrev2",1.2790949193229,0.000162082038270767
"Random Forest","sports","withfrev2",16.1749083807079,0.00216672046190145
"Random Forest","comp","withfrev2",0.606818361836645,7.16088713009515e-05
"Random Forest","noclubs","withfrev2",17.8518385524838,0.00239239720421579
"Random Forest","clubdk","withfrev2",3.63532982305554,0.000479177780330564
"Random Forest","closefr","withfrev2",2.17270846805731,0.000282342140903886
"Random Forest","agefr","withfrev2",2.50591781044018,0.000327184556028445
"Random Forest","dgclass","withfrev2",5.34797072900612,0.000709660376991047
"Random Forest","smclass","withfrev2",5.68777818295491,0.000755390748184788
"Random Forest","alrisk","withfrev2",60.2628050134632,0.00809995075081389
"Random Forest","drgrisk","withfrev2",60.3136678942709,0.00810679574021095
"Random Forest","allife","withfrev2",57.0512299496176,0.00766774563559486
"Random Forest","drglife","withfrev2",75.824500922503,0.0101942018393487
"Random Forest","aldecs","withfrev2",52.5843207189439,0.00706660103198578
"Random Forest","drgdecs","withfrev2",68.5006745149352,0.0092085810229582
"Random Forest","peerviews","withfrev2",38.6088387555383,0.00518581834057876
"Random Forest","schdrg","withfrev2",14.2391727336225,0.00190621437633597
"Random Forest","schsm","withfrev2",12.7047361638511,0.00169971403888465
"Random Forest","schact","withfrev2",5.00423379868834,0.000663401187459561
"Random Forest","sayno","withfrev2",24.0107830525667,0.00322125135346257
"Random Forest","subsinfo","withfrev2",25.2457163461604,0.00338744534732376
"Random Forest","avoidal","withfrev2",34.1225973173061,0.00458207206058687
"Random Forest","avoiddrg","withfrev2",26.0430600722856,0.00349474971672762
"Random Forest","likeskl","withfrev2",6.57756627257363,0.000875136030841731
"Random Forest","pressu1","withfrev2",2.56453456443399,0.000335073040778145
"Random Forest","Truant1","withfrev2",3.53526454324834,0.000465711264702338
"Random Forest","exclax","withfrev2",1.10532539848332,0.000138696604555854
"Random Forest","somatic","withfrev2",16.2521813954694,0.00217711965593689
"Random Forest","shares","withfrev2",37.5123754972118,0.00503825927081473
"Random Forest","tantrum","withfrev2",22.2239954724144,0.00298079029725208
"Random Forest","loner","withfrev2",21.9734137856916,0.00294706768930153
"Random Forest","fights","withfrev2",10.4941359171956,0.00140221741641278
"Random Forest","kind","withfrev2",53.5926541929828,0.00720229983293622
"Random Forest","lies","withfrev2",33.2379907255732,0.00446302408994856
"Random Forest","bullied","withfrev2",11.4425115061957,0.00152984724681255
"Random Forest","helpout","withfrev2",44.0993840776366,0.0059247211301375
"Random Forest","steals","withfrev2",10.5582117875941,0.00141084057433305
"Random Forest","oldbest","withfrev2",19.0273413456714,0.00255059320152859
"Random Forest","afraid","withfrev2",12.2990742430892,0.00164512115105941
"Random Forest","wwbands","withfrev2",5.57802647081658,0.000740620658603437
"Random Forest","famstat2","withfrev2",1.60743990983835,0.000206269822032978
"Random Forest","mumscore2","withfrev2",0.845022583121923,0.000103665753316651
"Random Forest","dadscore2","withfrev2",0.898176472453103,0.000110819060465329
"Random Forest","seefrnds2","withfrev2",4.44955883012446,0.000588754525329172
"Random Forest","music2","withfrev2",0.881758225333052,0.00010860953702367
"Random Forest","films2","withfrev2",0.209559286737366,1.81468157949236e-05
"Random Forest","socialnet2","withfrev2",4.27785658227304,0.000565647299640625
"Random Forest","cmpgame2","withfrev2",5.2731802201868,0.000699595271913653
"Random Forest","shops2","withfrev2",0.734753899525157,8.88260911099323e-05
"Random Forest","mags2","withfrev2",2.96320488995615,0.000388725018562026
"Random Forest","books2","withfrev2",2.57380612845557,0.000336320782872458
"Random Forest","wsport2","withfrev2",1.73893721713057,0.000223966375194396
"Random Forest","dsport2","withfrev2",2.68446704815427,0.000351213231156493
"Random Forest","cinema2","withfrev2",1.02680677768919,0.000128129780218101
"Random Forest","street2","withfrev2",2.31666159397178,0.000301714964560546
"Random Forest","hobby2","withfrev2",1.22488856127006,0.000154787092718481
"Random Forest","frhouse2","withfrev2",7.78648813161581,0.00103782947595538
"Random Forest","concert2","withfrev2",1.61789902906361,0.000207677382105521
"Random Forest","publib2","withfrev2",1.95964135550979,0.000253668143224468
"Random Forest","museum2","withfrev2",1.80683272605569,0.000233103569771657
"Random Forest","theatre2","withfrev2",1.73814405664953,0.000223859633794839
"Random Forest","church2","withfrev2",1.30765022173878,0.000165924933898432
"Random Forest","volwork2","withfrev2",0.782806343779189,9.52928595311884e-05
"Random Forest","nothin2","withfrev2",0.887495538049903,0.000109381649104047
"Random Forest","ssomatic","withfrev2",14.6012835167526,0.0019549462694518
"Random Forest","safraid","withfrev2",14.0425989803717,0.00187976001049248
"Random Forest","stantrum","withfrev2",23.987388100329,0.00321810292385205
"Random Forest","sobeys","withfrev2",4.0240677954746,0.000531493088806714
"Random Forest","sfights","withfrev2",10.6626744181639,0.00142489887357375
"Random Forest","slies","withfrev2",32.0925714637624,0.00430887665319761
"Random Forest","ssteals","withfrev2",10.3165113078194,0.0013783131752741
"Random Forest","sreflect","withfrev2",7.23379234380374,0.000963449166635642
"Random Forest","sattends","withfrev2",6.41065527879356,0.000852673599211172
"Random Forest","sloner","withfrev2",24.8311891789556,0.00333165939852871
"Random Forest","sfriend","withfrev2",4.99540484225856,0.000662213010301892
"Random Forest","spopular","withfrev2",2.90354288539333,0.000380695866808246
"Random Forest","sbullied","withfrev2",12.2913819858005,0.00164408594780815
"Random Forest","soldbest","withfrev2",16.7884413998848,0.00224928808183014
"Random Forest","sshares","withfrev2",32.1727357241717,0.00431966494327892
"Random Forest","skind","withfrev2",48.8625851930786,0.00656573989693722
"Random Forest","shelpout","withfrev2",44.5321023512959,0.00598295518900467
"Random Forest","emotion1","withfrev2",18.574132944852,0.00248960163657982
"Random Forest","hyper1","withfrev2",34.7776481281349,0.00467022703300392
"Random Forest","prosoc1","withfrev2",100,0.013447675339593
"Random Forest","emotion2","withfrev2",10.6560080047986,0.00142400172563252
"Random Forest","conduct2","withfrev2",17.5908680518956,0.00235727649769853
"Random Forest","hyper2","withfrev2",29.7029238065985,0.00398728431284587
"Random Forest","peer2","withfrev2",19.9031231210141,0.0026684535521646
"Random Forest","prosoc2","withfrev2",70.55762239411,0.00948539952398795
"Random Forest","SDQscore2","withfrev2",17.4247228030953,0.00233491711796327
"Random Forest","smokstat3","withfrev2",24.1010410452506,0.00323339803082552
"Random Forest","parsmoke2","withfrev2",1.31036692427398,0.000166290540402685
"Random Forest","sibsmoke2","withfrev2",0.74646519172828,9.04021652465754e-05
"Random Forest","drinkloc","withfrev2",38.2255813030662,0.00513424058570421
"Random Forest","stimulants2","withfrev2",0.99926979303348,0.000124423927049701
"Random Forest","numeffects","withfrev2",1.99647218919632,0.000258624737543656
"Random Forest","offerany","withfrev2",4.41503224352434,0.000584108030371724
"Random Forest","subuse2","withfrev2",10.1697775345883,0.00135856613959686
"XGBoost Regression","smcost","welloff",100,0.0517611046549854
"XGBoost Regression","hpbclass","welloff",45.6591088686377,0.0236336591260293
"XGBoost Regression","alevr","welloff",19.8455459256703,0.0102722737959394
"XGBoost Regression","shelpout","welloff",18.8145703714443,0.00973862946034914
"XGBoost Regression","sports","welloff",15.9656356370868,0.00826398937094617
"XGBoost Regression","emotion1","welloff",15.8182721031901,0.00818771237794258
"XGBoost Regression","aldecs","welloff",14.2982534503213,0.00740093393225587
"XGBoost Regression","classyr","welloff",14.2238002233852,0.00736239611954247
"XGBoost Regression","avoidal","welloff",13.8977629829888,0.00719363564232667
"XGBoost Regression","injhiv","welloff",13.6958727337326,0.00708913501912094
"XGBoost Regression","drgdecs","welloff",13.6343256686752,0.00705727757836452
"XGBoost Regression","whnlvskl","welloff",12.2544217610677,0.00634302407260955
"XGBoost Regression","glueok","welloff",12.0996090758918,0.00626289131661644
"XGBoost Regression","peerviews","welloff",11.4721370858236,0.00593810488315656
"XGBoost Regression","alrisk","welloff",10.9202885936737,0.0056524620075979
"XGBoost Regression","famstat2","welloff",10.6569112605337,0.00551613499055378
"XGBoost Regression","safraid","welloff",10.5654980377223,0.00546881849662586
"XGBoost Regression","cokedang","welloff",10.3552493481195,0.00535999145236483
"XGBoost Regression","hyper1","welloff",10.1819758615338,0.00527030318163389
"XGBoost Regression","wwcheer","welloff",9.77093381243402,0.00505754327642333
"XGBoost Regression","shares","welloff",9.42285412884875,0.00487737338712002
"XGBoost Regression","dgtake","welloff",9.34814055809547,0.00483870081757093
"XGBoost Regression","drama","welloff",9.27832949113504,0.00480256583814078
"XGBoost Regression","drinkloc","welloff",9.25817135013283,0.00479213176168013
"XGBoost Regression","cigok","welloff",9.13077580415611,0.00472619041980133
"XGBoost Regression","helpadv","welloff",9.08507142609196,0.00470253332883964
"XGBoost Regression","stantrum","welloff",9.08274875086016,0.00470133108648211
"XGBoost Regression","candang","welloff",9.01067307554871,0.00466402392075336
"XGBoost Regression","sshares","welloff",9.00103333523912,0.00465903428468324
"XGBoost Regression","density","welloff",8.92956768122482,0.00462204287271653
"XGBoost Regression","owncash","welloff",8.42769754480466,0.00436226934617198
"XGBoost Regression","talkoth","welloff",8.08252439574711,0.00418360391124739
"XGBoost Regression","skind","welloff",8.0594144152882,0.00417164193007631
"XGBoost Regression","helppar","welloff",8.02754845968346,0.00415514775944643
"XGBoost Regression","drugease","welloff",7.97414160559647,0.00412750378180953
"XGBoost Regression","smpreg","welloff",7.86003188956522,0.00406843933227308
"XGBoost Regression","helpdk","welloff",7.81368941390991,0.00404445195494943
"XGBoost Regression","smokstat3","welloff",7.80780360172909,0.00404140539354672
"XGBoost Regression","avoiddrg","welloff",7.7753780345369,0.0040246215617774
"XGBoost Regression","smskin","welloff",7.75958384296061,0.00401644631374618
"XGBoost Regression","likeskl","welloff",7.73650512928368,0.00400450051660684
"XGBoost Regression","peer2","welloff",7.68203073792668,0.00397630396988638
"XGBoost Regression","legalhi","welloff",7.56089620551439,0.00391360339779112
"XGBoost Regression","smksist","welloff",7.41346439517537,0.0038372910641468
